item_points,item,team,role,opponent,score
0,Swords of Darkness,LDLC OL,mid,BDS Academy,13
0,The Puppeteer,LDLC OL,mid,BDS Academy,13
0,The Stalker,LDLC OL,mid,BDS Academy,13
0,The Visionary,LDLC OL,mid,BDS Academy,13
0,Thirsty Dagger,LDLC OL,mid,BDS Academy,13
25,Thirsty Scythes,LDLC OL,mid,BDS Academy,13
17,Treasurer's Wisdom,LDLC OL,mid,BDS Academy,13
0,Trimeteor,LDLC OL,mid,BDS Academy,13
0,Unstoppable Lightning,LDLC OL,mid,BDS Academy,13
0,Versatil Saber,LDLC OL,mid,BDS Academy,13
4,Wild Claw,LDLC OL,mid,BDS Academy,13
0,Wild Spirit,LDLC OL,mid,BDS Academy,13
0,Arcane Adrenaline,LDLC OL,bot,BDS Academy,18
12,Arcane Explosive,LDLC OL,bot,BDS Academy,18
0,Beast Hunter,LDLC OL,bot,BDS Academy,18
0,Being of Light,LDLC OL,bot,BDS Academy,18
0,Berseker Ax,LDLC OL,bot,BDS Academy,18
18,Collecting Hammer,LDLC OL,bot,BDS Academy,18
0,Colossal Mace,LDLC OL,bot,BDS Academy,18
0,Conquering Staff,LDLC OL,bot,BDS Academy,18
0,Crown of the Dwarf King,LDLC OL,bot,BDS Academy,18
0,Dance of Death,LDLC OL,bot,BDS Academy,18
0,Death Helper,LDLC OL,bot,BDS Academy,18
0,Demon Claws,LDLC OL,bot,BDS Academy,18
0,Divine Ascent,LDLC OL,bot,BDS Academy,18
0,,LDLC OL,bot,BDS Academy,18
0,Elemental Discharge,LDLC OL,bot,BDS Academy,18
17,Equivalent Totem,LDLC OL,bot,BDS Academy,18
16,Fast Furious Blade,LDLC OL,bot,BDS Academy,18
0,Final Asteroid,LDLC OL,bot,BDS Academy,18
7,Guardian Totem,LDLC OL,bot,BDS Academy,18
8,Hawk's Eye,LDLC OL,bot,BDS Academy,18
0,Heavenly Vision,LDLC OL,bot,BDS Academy,18
10,Holy Sword,LDLC OL,bot,BDS Academy,18
0,Huntress of Souls,LDLC OL,bot,BDS Academy,18
14,Immortal Breastplate,LDLC OL,bot,BDS Academy,18
0,Imperious Gauntlet,LDLC OL,bot,BDS Academy,18
9,Incapacitor,LDLC OL,bot,BDS Academy,18
0,Legend Aura,LDLC OL,bot,BDS Academy,18
0,Magnetic Disintegrator,LDLC OL,bot,BDS Academy,18
0,Meteorites,LDLC OL,bot,BDS Academy,18
20,Obsidian Battle Plate,LDLC OL,bot,BDS Academy,18
0,Omnipresent Amulet,LDLC OL,bot,BDS Academy,18
0,Omnipresent Spirit,LDLC OL,bot,BDS Academy,18
15,Perfect Scythe,LDLC OL,bot,BDS Academy,18
18,Precise Hammer,LDLC OL,bot,BDS Academy,18
0,Rampage Momentum,LDLC OL,bot,BDS Academy,18
10,Rock Tomb,LDLC OL,bot,BDS Academy,18
0,Sacred Help,LDLC OL,bot,BDS Academy,18
0,Savage Looter,LDLC OL,bot,BDS Academy,18
19,Scythe,LDLC OL,bot,BDS Academy,18
0,Secret Scroll,LDLC OL,bot,BDS Academy,18
9,Sharp Blade,LDLC OL,bot,BDS Academy,18
0,Siege Mace,LDLC OL,bot,BDS Academy,18
0,Soul Hunter,LDLC OL,bot,BDS Academy,18
3,Spirit of the Squire,LDLC OL,bot,BDS Academy,18
0,Spirit of the Warrior,LDLC OL,bot,BDS Academy,18
0,Staff of Conquered Worlds,LDLC OL,bot,BDS Academy,18
0,Steel Aura,LDLC OL,bot,BDS Academy,18
17,Swords of Darkness,LDLC OL,bot,BDS Academy,18
0,The Puppeteer,LDLC OL,bot,BDS Academy,18
0,The Stalker,LDLC OL,bot,BDS Academy,18
0,The Visionary,LDLC OL,bot,BDS Academy,18
0,Thirsty Dagger,LDLC OL,bot,BDS Academy,18
25,Thirsty Scythes,LDLC OL,bot,BDS Academy,18
17,Treasurer's Wisdom,LDLC OL,bot,BDS Academy,18
0,Trimeteor,LDLC OL,bot,BDS Academy,18
0,Unstoppable Lightning,LDLC OL,bot,BDS Academy,18
11,Versatil Saber,LDLC OL,bot,BDS Academy,18
0,Wild Claw,LDLC OL,bot,BDS Academy,18
0,Wild Spirit,LDLC OL,bot,BDS Academy,18
0,Arcane Adrenaline,LDLC OL,support,BDS Academy,11
0,Arcane Explosive,LDLC OL,support,BDS Academy,11
0,Beast Hunter,LDLC OL,support,BDS Academy,11
18,Being of Light,LDLC OL,support,BDS Academy,11
0,Berseker Ax,LDLC OL,support,BDS Academy,11
12,Collecting Hammer,LDLC OL,support,BDS Academy,11
0,Colossal Mace,LDLC OL,support,BDS Academy,11
0,Conquering Staff,LDLC OL,support,BDS Academy,11
0,Crown of the Dwarf King,LDLC OL,support,BDS Academy,11
0,Dance of Death,LDLC OL,support,BDS Academy,11
10,Death Helper,LDLC OL,support,BDS Academy,11
0,Demon Claws,LDLC OL,support,BDS Academy,11
0,Divine Ascent,LDLC OL,support,BDS Academy,11
0,,LDLC OL,support,BDS Academy,11
0,Elemental Discharge,LDLC OL,support,BDS Academy,11
15,Equivalent Totem,LDLC OL,support,BDS Academy,11
0,Fast Furious Blade,LDLC OL,support,BDS Academy,11
0,Final Asteroid,LDLC OL,support,BDS Academy,11
15,Guardian Totem,LDLC OL,support,BDS Academy,11
8,Hawk's Eye,LDLC OL,support,BDS Academy,11
0,Heavenly Vision,LDLC OL,support,BDS Academy,11
0,Holy Sword,LDLC OL,support,BDS Academy,11
0,Huntress of Souls,LDLC OL,support,BDS Academy,11
0,Immortal Breastplate,LDLC OL,support,BDS Academy,11
0,Imperious Gauntlet,LDLC OL,support,BDS Academy,11
9,Incapacitor,LDLC OL,support,BDS Academy,11
0,Legend Aura,LDLC OL,support,BDS Academy,11
0,Magnetic Disintegrator,LDLC OL,support,BDS Academy,11
0,Meteorites,LDLC OL,support,BDS Academy,11
0,Obsidian Battle Plate,LDLC OL,support,BDS Academy,11
11,Omnipresent Amulet,LDLC OL,support,BDS Academy,11
0,Omnipresent Spirit,LDLC OL,support,BDS Academy,11
0,Perfect Scythe,LDLC OL,support,BDS Academy,11
0,Precise Hammer,LDLC OL,support,BDS Academy,11
0,Rampage Momentum,LDLC OL,support,BDS Academy,11
0,Rock Tomb,LDLC OL,support,BDS Academy,11
20,Sacred Help,LDLC OL,support,BDS Academy,11
0,Savage Looter,LDLC OL,support,BDS Academy,11
1,Scythe,LDLC OL,support,BDS Academy,11
0,Secret Scroll,LDLC OL,support,BDS Academy,11
0,Sharp Blade,LDLC OL,support,BDS Academy,11
16,Siege Mace,LDLC OL,support,BDS Academy,11
0,Soul Hunter,LDLC OL,support,BDS Academy,11
15,Spirit of the Squire,LDLC OL,support,BDS Academy,11
0,Spirit of the Warrior,LDLC OL,support,BDS Academy,11
0,Staff of Conquered Worlds,LDLC OL,support,BDS Academy,11
0,Steel Aura,LDLC OL,support,BDS Academy,11
0,Swords of Darkness,LDLC OL,support,BDS Academy,11
20,The Puppeteer,LDLC OL,support,BDS Academy,11
16,The Stalker,LDLC OL,support,BDS Academy,11
0,The Visionary,LDLC OL,support,BDS Academy,11
0,Thirsty Dagger,LDLC OL,support,BDS Academy,11
0,Thirsty Scythes,LDLC OL,support,BDS Academy,11
0,Treasurer's Wisdom,LDLC OL,support,BDS Academy,11
0,Trimeteor,LDLC OL,support,BDS Academy,11
0,Unstoppable Lightning,LDLC OL,support,BDS Academy,11
0,Versatil Saber,LDLC OL,support,BDS Academy,11
0,Wild Claw,LDLC OL,support,BDS Academy,11
0,Wild Spirit,LDLC OL,support,BDS Academy,11
20,Baron' s Mask,LDLC OL,coach,BDS Academy,37
39,Big Worm Hunter,LDLC OL,coach,BDS Academy,37
22,Conquest Hammer,LDLC OL,coach,BDS Academy,37
22,Destroyer Hammer,LDLC OL,coach,BDS Academy,37
0,Elemental Dragon Soul,LDLC OL,coach,BDS Academy,37
0,Eye of the Void,LDLC OL,coach,BDS Academy,37
8,First Line,LDLC OL,coach,BDS Academy,37
23,Golden Force,LDLC OL,coach,BDS Academy,37
0,Killer Momentum,LDLC OL,coach,BDS Academy,37
0,Light Swords,LDLC OL,coach,BDS Academy,37
20,Magic Scales,LDLC OL,coach,BDS Academy,37
17,Royal Protector,LDLC OL,coach,BDS Academy,37
15,Scale Tearer,LDLC OL,coach,BDS Academy,37
24,Seal of Desecration,LDLC OL,coach,BDS Academy,37
0,Spirit of the Rift,LDLC OL,coach,BDS Academy,37
15,Underworld Guardian,LDLC OL,coach,BDS Academy,37
0,Arcane Adrenaline,BK ROG,top,Solary,-7
0,Arcane Explosive,BK ROG,top,Solary,-7
0,Beast Hunter,BK ROG,top,Solary,-7
0,Being of Light,BK ROG,top,Solary,-7
0,Berseker Ax,BK ROG,top,Solary,-7
0,Collecting Hammer,BK ROG,top,Solary,-7
0,Colossal Mace,BK ROG,top,Solary,-7
0,Conquering Staff,BK ROG,top,Solary,-7
0,Crown of the Dwarf King,BK ROG,top,Solary,-7
0,Dance of Death,BK ROG,top,Solary,-7
0,Death Helper,BK ROG,top,Solary,-7
0,Demon Claws,BK ROG,top,Solary,-7
0,Divine Ascent,BK ROG,top,Solary,-7
0,,BK ROG,top,Solary,-7
0,Elemental Discharge,BK ROG,top,Solary,-7
14,Equivalent Totem,BK ROG,top,Solary,-7
0,Fast Furious Blade,BK ROG,top,Solary,-7
0,Final Asteroid,BK ROG,top,Solary,-7
2,Guardian Totem,BK ROG,top,Solary,-7
0,Hawk's Eye,BK ROG,top,Solary,-7
0,Heavenly Vision,BK ROG,top,Solary,-7
0,Holy Sword,BK ROG,top,Solary,-7
0,Huntress of Souls,BK ROG,top,Solary,-7
0,Immortal Breastplate,BK ROG,top,Solary,-7
0,Imperious Gauntlet,BK ROG,top,Solary,-7
3,Incapacitor,BK ROG,top,Solary,-7
0,Legend Aura,BK ROG,top,Solary,-7
0,Magnetic Disintegrator,BK ROG,top,Solary,-7
0,Meteorites,BK ROG,top,Solary,-7
0,Obsidian Battle Plate,BK ROG,top,Solary,-7
0,Omnipresent Amulet,BK ROG,top,Solary,-7
18,Omnipresent Spirit,BK ROG,top,Solary,-7
15,Perfect Scythe,BK ROG,top,Solary,-7
0,Precise Hammer,BK ROG,top,Solary,-7
0,Rampage Momentum,BK ROG,top,Solary,-7
0,Rock Tomb,BK ROG,top,Solary,-7
0,Sacred Help,BK ROG,top,Solary,-7
0,Savage Looter,BK ROG,top,Solary,-7
12,Scythe,BK ROG,top,Solary,-7
0,Secret Scroll,BK ROG,top,Solary,-7
0,Sharp Blade,BK ROG,top,Solary,-7
0,Siege Mace,BK ROG,top,Solary,-7
0,Soul Hunter,BK ROG,top,Solary,-7
0,Spirit of the Squire,BK ROG,top,Solary,-7
0,Spirit of the Warrior,BK ROG,top,Solary,-7
0,Staff of Conquered Worlds,BK ROG,top,Solary,-7
0,Steel Aura,BK ROG,top,Solary,-7
0,Swords of Darkness,BK ROG,top,Solary,-7
0,The Puppeteer,BK ROG,top,Solary,-7
0,The Stalker,BK ROG,top,Solary,-7
0,The Visionary,BK ROG,top,Solary,-7
0,Thirsty Dagger,BK ROG,top,Solary,-7
0,Thirsty Scythes,BK ROG,top,Solary,-7
0,Treasurer's Wisdom,BK ROG,top,Solary,-7
0,Trimeteor,BK ROG,top,Solary,-7
0,Unstoppable Lightning,BK ROG,top,Solary,-7
0,Versatil Saber,BK ROG,top,Solary,-7
0,Wild Claw,BK ROG,top,Solary,-7
0,Wild Spirit,BK ROG,top,Solary,-7
0,Arcane Adrenaline,BK ROG,jungle,Solary,-1
0,Arcane Explosive,BK ROG,jungle,Solary,-1
18,Beast Hunter,BK ROG,jungle,Solary,-1
0,Being of Light,BK ROG,jungle,Solary,-1
0,Berseker Ax,BK ROG,jungle,Solary,-1
0,Collecting Hammer,BK ROG,jungle,Solary,-1
0,Colossal Mace,BK ROG,jungle,Solary,-1
0,Conquering Staff,BK ROG,jungle,Solary,-1
0,Crown of the Dwarf King,BK ROG,jungle,Solary,-1
0,Dance of Death,BK ROG,jungle,Solary,-1
0,Death Helper,BK ROG,jungle,Solary,-1
0,Demon Claws,BK ROG,jungle,Solary,-1
0,Divine Ascent,BK ROG,jungle,Solary,-1
0,,BK ROG,jungle,Solary,-1
0,Elemental Discharge,BK ROG,jungle,Solary,-1
13,Equivalent Totem,BK ROG,jungle,Solary,-1
0,Fast Furious Blade,BK ROG,jungle,Solary,-1
0,Final Asteroid,BK ROG,jungle,Solary,-1
2,Guardian Totem,BK ROG,jungle,Solary,-1
0,Hawk's Eye,BK ROG,jungle,Solary,-1
0,Heavenly Vision,BK ROG,jungle,Solary,-1
0,Holy Sword,BK ROG,jungle,Solary,-1
0,Huntress of Souls,BK ROG,jungle,Solary,-1
0,Immortal Breastplate,BK ROG,jungle,Solary,-1
0,Imperious Gauntlet,BK ROG,jungle,Solary,-1
6,Incapacitor,BK ROG,jungle,Solary,-1
0,Legend Aura,BK ROG,jungle,Solary,-1
0,Magnetic Disintegrator,BK ROG,jungle,Solary,-1
0,Meteorites,BK ROG,jungle,Solary,-1
20,Obsidian Battle Plate,BK ROG,jungle,Solary,-1
0,Omnipresent Amulet,BK ROG,jungle,Solary,-1
18,Omnipresent Spirit,BK ROG,jungle,Solary,-1
0,Perfect Scythe,BK ROG,jungle,Solary,-1
0,Precise Hammer,BK ROG,jungle,Solary,-1
0,Rampage Momentum,BK ROG,jungle,Solary,-1
0,Rock Tomb,BK ROG,jungle,Solary,-1
0,Sacred Help,BK ROG,jungle,Solary,-1
20,Savage Looter,BK ROG,jungle,Solary,-1
9,Scythe,BK ROG,jungle,Solary,-1
0,Secret Scroll,BK ROG,jungle,Solary,-1
3,Sharp Blade,BK ROG,jungle,Solary,-1
0,Siege Mace,BK ROG,jungle,Solary,-1
0,Soul Hunter,BK ROG,jungle,Solary,-1
0,Spirit of the Squire,BK ROG,jungle,Solary,-1
0,Spirit of the Warrior,BK ROG,jungle,Solary,-1
0,Staff of Conquered Worlds,BK ROG,jungle,Solary,-1
18,Steel Aura,BK ROG,jungle,Solary,-1
0,Swords of Darkness,BK ROG,jungle,Solary,-1
0,The Puppeteer,BK ROG,jungle,Solary,-1
0,The Stalker,BK ROG,jungle,Solary,-1
0,The Visionary,BK ROG,jungle,Solary,-1
0,Thirsty Dagger,BK ROG,jungle,Solary,-1
0,Thirsty Scythes,BK ROG,jungle,Solary,-1
0,Treasurer's Wisdom,BK ROG,jungle,Solary,-1
0,Trimeteor,BK ROG,jungle,Solary,-1
0,Unstoppable Lightning,BK ROG,jungle,Solary,-1
0,Versatil Saber,BK ROG,jungle,Solary,-1
17,Wild Claw,BK ROG,jungle,Solary,-1
10,Wild Spirit,BK ROG,jungle,Solary,-1
0,Arcane Adrenaline,BK ROG,mid,Solary,-10
0,Arcane Explosive,BK ROG,mid,Solary,-10
0,Beast Hunter,BK ROG,mid,Solary,-10
0,Being of Light,BK ROG,mid,Solary,-10
0,Berseker Ax,BK ROG,mid,Solary,-10
0,Collecting Hammer,BK ROG,mid,Solary,-10
0,Colossal Mace,BK ROG,mid,Solary,-10
0,Conquering Staff,BK ROG,mid,Solary,-10
0,Crown of the Dwarf King,BK ROG,mid,Solary,-10
0,Dance of Death,BK ROG,mid,Solary,-10
0,Death Helper,BK ROG,mid,Solary,-10
0,Demon Claws,BK ROG,mid,Solary,-10
0,Divine Ascent,BK ROG,mid,Solary,-10
0,,BK ROG,mid,Solary,-10
0,Elemental Discharge,BK ROG,mid,Solary,-10
13,Equivalent Totem,BK ROG,mid,Solary,-10
0,Fast Furious Blade,BK ROG,mid,Solary,-10
0,Final Asteroid,BK ROG,mid,Solary,-10
4,Guardian Totem,BK ROG,mid,Solary,-10
0,Hawk's Eye,BK ROG,mid,Solary,-10
0,Heavenly Vision,BK ROG,mid,Solary,-10
0,Holy Sword,BK ROG,mid,Solary,-10
0,Huntress of Souls,BK ROG,mid,Solary,-10
0,Immortal Breastplate,BK ROG,mid,Solary,-10
0,Imperious Gauntlet,BK ROG,mid,Solary,-10
9,Incapacitor,BK ROG,mid,Solary,-10
0,Legend Aura,BK ROG,mid,Solary,-10
0,Magnetic Disintegrator,BK ROG,mid,Solary,-10
0,Meteorites,BK ROG,mid,Solary,-10
0,Obsidian Battle Plate,BK ROG,mid,Solary,-10
0,Omnipresent Amulet,BK ROG,mid,Solary,-10
18,Omnipresent Spirit,BK ROG,mid,Solary,-10
0,Perfect Scythe,BK ROG,mid,Solary,-10
0,Precise Hammer,BK ROG,mid,Solary,-10
0,Rampage Momentum,BK ROG,mid,Solary,-10
0,Rock Tomb,BK ROG,mid,Solary,-10
0,Sacred Help,BK ROG,mid,Solary,-10
0,Savage Looter,BK ROG,mid,Solary,-10
11,Scythe,BK ROG,mid,Solary,-10
0,Secret Scroll,BK ROG,mid,Solary,-10
0,Sharp Blade,BK ROG,mid,Solary,-10
0,Siege Mace,BK ROG,mid,Solary,-10
0,Soul Hunter,BK ROG,mid,Solary,-10
0,Spirit of the Squire,BK ROG,mid,Solary,-10
0,Spirit of the Warrior,BK ROG,mid,Solary,-10
11,Staff of Conquered Worlds,BK ROG,mid,Solary,-10
0,Steel Aura,BK ROG,mid,Solary,-10
0,Swords of Darkness,BK ROG,mid,Solary,-10
0,The Puppeteer,BK ROG,mid,Solary,-10
0,The Stalker,BK ROG,mid,Solary,-10
0,The Visionary,BK ROG,mid,Solary,-10
0,Thirsty Dagger,BK ROG,mid,Solary,-10
0,Thirsty Scythes,BK ROG,mid,Solary,-10
0,Treasurer's Wisdom,BK ROG,mid,Solary,-10
0,Trimeteor,BK ROG,mid,Solary,-10
0,Unstoppable Lightning,BK ROG,mid,Solary,-10
0,Versatil Saber,BK ROG,mid,Solary,-10
0,Wild Claw,BK ROG,mid,Solary,-10
0,Wild Spirit,BK ROG,mid,Solary,-10
0,Arcane Adrenaline,BK ROG,bot,Solary,-4
0,Arcane Explosive,BK ROG,bot,Solary,-4
0,Beast Hunter,BK ROG,bot,Solary,-4
0,Being of Light,BK ROG,bot,Solary,-4
0,Berseker Ax,BK ROG,bot,Solary,-4
0,Collecting Hammer,BK ROG,bot,Solary,-4
0,Colossal Mace,BK ROG,bot,Solary,-4
0,Conquering Staff,BK ROG,bot,Solary,-4
0,Crown of the Dwarf King,BK ROG,bot,Solary,-4
0,Dance of Death,BK ROG,bot,Solary,-4
0,Death Helper,BK ROG,bot,Solary,-4
0,Demon Claws,BK ROG,bot,Solary,-4
0,Divine Ascent,BK ROG,bot,Solary,-4
0,,BK ROG,bot,Solary,-4
0,Elemental Discharge,BK ROG,bot,Solary,-4
13,Equivalent Totem,BK ROG,bot,Solary,-4
16,Fast Furious Blade,BK ROG,bot,Solary,-4
0,Final Asteroid,BK ROG,bot,Solary,-4
3,Guardian Totem,BK ROG,bot,Solary,-4
0,Hawk's Eye,BK ROG,bot,Solary,-4
0,Heavenly Vision,BK ROG,bot,Solary,-4
0,Holy Sword,BK ROG,bot,Solary,-4
0,Huntress of Souls,BK ROG,bot,Solary,-4
0,Immortal Breastplate,BK ROG,bot,Solary,-4
30,Imperious Gauntlet,BK ROG,bot,Solary,-4
3,Incapacitor,BK ROG,bot,Solary,-4
0,Legend Aura,BK ROG,bot,Solary,-4
0,Magnetic Disintegrator,BK ROG,bot,Solary,-4
0,Meteorites,BK ROG,bot,Solary,-4
20,Obsidian Battle Plate,BK ROG,bot,Solary,-4
0,Omnipresent Amulet,BK ROG,bot,Solary,-4
18,Omnipresent Spirit,BK ROG,bot,Solary,-4
15,Perfect Scythe,BK ROG,bot,Solary,-4
0,Precise Hammer,BK ROG,bot,Solary,-4
0,Rampage Momentum,BK ROG,bot,Solary,-4
0,Rock Tomb,BK ROG,bot,Solary,-4
0,Sacred Help,BK ROG,bot,Solary,-4
0,Savage Looter,BK ROG,bot,Solary,-4
14,Scythe,BK ROG,bot,Solary,-4
0,Secret Scroll,BK ROG,bot,Solary,-4
0,Sharp Blade,BK ROG,bot,Solary,-4
0,Siege Mace,BK ROG,bot,Solary,-4
0,Soul Hunter,BK ROG,bot,Solary,-4
0,Spirit of the Squire,BK ROG,bot,Solary,-4
0,Spirit of the Warrior,BK ROG,bot,Solary,-4
0,Staff of Conquered Worlds,BK ROG,bot,Solary,-4
0,Steel Aura,BK ROG,bot,Solary,-4
0,Swords of Darkness,BK ROG,bot,Solary,-4
0,The Puppeteer,BK ROG,bot,Solary,-4
0,The Stalker,BK ROG,bot,Solary,-4
0,The Visionary,BK ROG,bot,Solary,-4
0,Thirsty Dagger,BK ROG,bot,Solary,-4
0,Thirsty Scythes,BK ROG,bot,Solary,-4
0,Treasurer's Wisdom,BK ROG,bot,Solary,-4
0,Trimeteor,BK ROG,bot,Solary,-4
0,Unstoppable Lightning,BK ROG,bot,Solary,-4
0,Versatil Saber,BK ROG,bot,Solary,-4
1,Wild Claw,BK ROG,bot,Solary,-4
0,Wild Spirit,BK ROG,bot,Solary,-4
0,Arcane Adrenaline,BK ROG,support,Solary,-10
0,Arcane Explosive,BK ROG,support,Solary,-10
0,Beast Hunter,BK ROG,support,Solary,-10
0,Being of Light,BK ROG,support,Solary,-10
0,Berseker Ax,BK ROG,support,Solary,-10
0,Collecting Hammer,BK ROG,support,Solary,-10
0,Colossal Mace,BK ROG,support,Solary,-10
0,Conquering Staff,BK ROG,support,Solary,-10
0,Crown of the Dwarf King,BK ROG,support,Solary,-10
0,Dance of Death,BK ROG,support,Solary,-10
0,Death Helper,BK ROG,support,Solary,-10
0,Demon Claws,BK ROG,support,Solary,-10
0,Divine Ascent,BK ROG,support,Solary,-10
0,,BK ROG,support,Solary,-10
0,Elemental Discharge,BK ROG,support,Solary,-10
10,Equivalent Totem,BK ROG,support,Solary,-10
0,Fast Furious Blade,BK ROG,support,Solary,-10
0,Final Asteroid,BK ROG,support,Solary,-10
7,Guardian Totem,BK ROG,support,Solary,-10
0,Hawk's Eye,BK ROG,support,Solary,-10
0,Heavenly Vision,BK ROG,support,Solary,-10
0,Holy Sword,BK ROG,support,Solary,-10
0,Huntress of Souls,BK ROG,support,Solary,-10
0,Immortal Breastplate,BK ROG,support,Solary,-10
0,Imperious Gauntlet,BK ROG,support,Solary,-10
6,Incapacitor,BK ROG,support,Solary,-10
0,Legend Aura,BK ROG,support,Solary,-10
0,Magnetic Disintegrator,BK ROG,support,Solary,-10
0,Meteorites,BK ROG,support,Solary,-10
0,Obsidian Battle Plate,BK ROG,support,Solary,-10
0,Omnipresent Amulet,BK ROG,support,Solary,-10
18,Omnipresent Spirit,BK ROG,support,Solary,-10
0,Perfect Scythe,BK ROG,support,Solary,-10
0,Precise Hammer,BK ROG,support,Solary,-10
0,Rampage Momentum,BK ROG,support,Solary,-10
0,Rock Tomb,BK ROG,support,Solary,-10
0,Sacred Help,BK ROG,support,Solary,-10
0,Savage Looter,BK ROG,support,Solary,-10
1,Scythe,BK ROG,support,Solary,-10
0,Secret Scroll,BK ROG,support,Solary,-10
0,Sharp Blade,BK ROG,support,Solary,-10
0,Siege Mace,BK ROG,support,Solary,-10
0,Soul Hunter,BK ROG,support,Solary,-10
0,Spirit of the Squire,BK ROG,support,Solary,-10
0,Spirit of the Warrior,BK ROG,support,Solary,-10
0,Staff of Conquered Worlds,BK ROG,support,Solary,-10
0,Steel Aura,BK ROG,support,Solary,-10
0,Swords of Darkness,BK ROG,support,Solary,-10
0,The Puppeteer,BK ROG,support,Solary,-10
0,The Stalker,BK ROG,support,Solary,-10
0,The Visionary,BK ROG,support,Solary,-10
0,Thirsty Dagger,BK ROG,support,Solary,-10
0,Thirsty Scythes,BK ROG,support,Solary,-10
0,Treasurer's Wisdom,BK ROG,support,Solary,-10
0,Trimeteor,BK ROG,support,Solary,-10
0,Unstoppable Lightning,BK ROG,support,Solary,-10
0,Versatil Saber,BK ROG,support,Solary,-10
0,Wild Claw,BK ROG,support,Solary,-10
0,Wild Spirit,BK ROG,support,Solary,-10
0,Baron' s Mask,BK ROG,coach,Solary,-3
0,Big Worm Hunter,BK ROG,coach,Solary,-3
0,Conquest Hammer,BK ROG,coach,Solary,-3
0,Destroyer Hammer,BK ROG,coach,Solary,-3
0,Elemental Dragon Soul,BK ROG,coach,Solary,-3
0,Eye of the Void,BK ROG,coach,Solary,-3
0,First Line,BK ROG,coach,Solary,-3
0,Golden Force,BK ROG,coach,Solary,-3
0,Killer Momentum,BK ROG,coach,Solary,-3
0,Light Swords,BK ROG,coach,Solary,-3
20,Magic Scales,BK ROG,coach,Solary,-3
0,Royal Protector,BK ROG,coach,Solary,-3
5,Scale Tearer,BK ROG,coach,Solary,-3
0,Seal of Desecration,BK ROG,coach,Solary,-3
0,Spirit of the Rift,BK ROG,coach,Solary,-3
0,Underworld Guardian,BK ROG,coach,Solary,-3
0,Arcane Adrenaline,Solary,top,BK ROG,28
12,Arcane Explosive,Solary,top,BK ROG,28
0,Beast Hunter,Solary,top,BK ROG,28
18,Being of Light,Solary,top,BK ROG,28
14,Berseker Ax,Solary,top,BK ROG,28
6,Collecting Hammer,Solary,top,BK ROG,28
0,Colossal Mace,Solary,top,BK ROG,28
0,Conquering Staff,Solary,top,BK ROG,28
0,Crown of the Dwarf King,Solary,top,BK ROG,28
8,Dance of Death,Solary,top,BK ROG,28
0,Death Helper,Solary,top,BK ROG,28
0,Demon Claws,Solary,top,BK ROG,28
0,Divine Ascent,Solary,top,BK ROG,28
0,,Solary,top,BK ROG,28
0,Elemental Discharge,Solary,top,BK ROG,28
16,Equivalent Totem,Solary,top,BK ROG,28
16,Fast Furious Blade,Solary,top,BK ROG,28
0,Final Asteroid,Solary,top,BK ROG,28
3,Guardian Totem,Solary,top,BK ROG,28
0,Hawk's Eye,Solary,top,BK ROG,28
0,Heavenly Vision,Solary,top,BK ROG,28
10,Holy Sword,Solary,top,BK ROG,28
0,Huntress of Souls,Solary,top,BK ROG,28
14,Immortal Breastplate,Solary,top,BK ROG,28
0,Imperious Gauntlet,Solary,top,BK ROG,28
0,Incapacitor,Solary,top,BK ROG,28
0,Legend Aura,Solary,top,BK ROG,28
11,Magnetic Disintegrator,Solary,top,BK ROG,28
0,Meteorites,Solary,top,BK ROG,28
20,Obsidian Battle Plate,Solary,top,BK ROG,28
0,Omnipresent Amulet,Solary,top,BK ROG,28
0,Omnipresent Spirit,Solary,top,BK ROG,28
15,Perfect Scythe,Solary,top,BK ROG,28
0,Precise Hammer,Solary,top,BK ROG,28
15,Rampage Momentum,Solary,top,BK ROG,28
0,Rock Tomb,Solary,top,BK ROG,28
0,Sacred Help,Solary,top,BK ROG,28
0,Savage Looter,Solary,top,BK ROG,28
12,Scythe,Solary,top,BK ROG,28
18,Secret Scroll,Solary,top,BK ROG,28
12,Sharp Blade,Solary,top,BK ROG,28
0,Siege Mace,Solary,top,BK ROG,28
15,Soul Hunter,Solary,top,BK ROG,28
6,Spirit of the Squire,Solary,top,BK ROG,28
16,Spirit of the Warrior,Solary,top,BK ROG,28
0,Staff of Conquered Worlds,Solary,top,BK ROG,28
0,Steel Aura,Solary,top,BK ROG,28
0,Swords of Darkness,Solary,top,BK ROG,28
20,The Puppeteer,Solary,top,BK ROG,28
0,The Stalker,Solary,top,BK ROG,28
0,The Visionary,Solary,top,BK ROG,28
0,Thirsty Dagger,Solary,top,BK ROG,28
0,Thirsty Scythes,Solary,top,BK ROG,28
0,Treasurer's Wisdom,Solary,top,BK ROG,28
0,Trimeteor,Solary,top,BK ROG,28
0,Unstoppable Lightning,Solary,top,BK ROG,28
11,Versatil Saber,Solary,top,BK ROG,28
1,Wild Claw,Solary,top,BK ROG,28
0,Wild Spirit,Solary,top,BK ROG,28
0,Arcane Adrenaline,Solary,jungle,BK ROG,19
0,Arcane Explosive,Solary,jungle,BK ROG,19
0,Beast Hunter,Solary,jungle,BK ROG,19
0,Being of Light,Solary,jungle,BK ROG,19
