points,item,team,role,opponent
0,Heavenly Vision,G2 Esports,bot,Excel Esports
0,Holy Sword,G2 Esports,bot,Excel Esports
0,Huntress of Souls,G2 Esports,bot,Excel Esports
14,Immortal Breastplate,G2 Esports,bot,Excel Esports
30,Imperious Gauntlet,G2 Esports,bot,Excel Esports
15,Incapacitor,G2 Esports,bot,Excel Esports
0,Legend Aura,G2 Esports,bot,Excel Esports
0,Magnetic Disintegrator,G2 Esports,bot,Excel Esports
0,Meteorites,G2 Esports,bot,Excel Esports
20,Obsidian Battle Plate,G2 Esports,bot,Excel Esports
11,Omnipresent Amulet,G2 Esports,bot,Excel Esports
18,Omnipresent Spirit,G2 Esports,bot,Excel Esports
15,Perfect Scythe,G2 Esports,bot,Excel Esports
0,Precise Hammer,G2 Esports,bot,Excel Esports
0,Rampage Momentum,G2 Esports,bot,Excel Esports
10,Rock Tomb,G2 Esports,bot,Excel Esports
0,Sacred Help,G2 Esports,bot,Excel Esports
0,Savage Looter,G2 Esports,bot,Excel Esports
14,Scythe,G2 Esports,bot,Excel Esports
0,Secret Scroll,G2 Esports,bot,Excel Esports
6,Sharp Blade,G2 Esports,bot,Excel Esports
0,Siege Mace,G2 Esports,bot,Excel Esports
0,Soul Hunter,G2 Esports,bot,Excel Esports
15,Spirit of the Squire,G2 Esports,bot,Excel Esports
0,Spirit of the Warrior,G2 Esports,bot,Excel Esports
0,Staff of Conquered Worlds,G2 Esports,bot,Excel Esports
0,Steel Aura,G2 Esports,bot,Excel Esports
0,Swords of Darkness,G2 Esports,bot,Excel Esports
20,The Puppeteer,G2 Esports,bot,Excel Esports
0,The Stalker,G2 Esports,bot,Excel Esports
0,The Visionary,G2 Esports,bot,Excel Esports
0,Thirsty Dagger,G2 Esports,bot,Excel Esports
0,Thirsty Scythes,G2 Esports,bot,Excel Esports
17,Treasurer's Wisdom,G2 Esports,bot,Excel Esports
0,Trimeteor,G2 Esports,bot,Excel Esports
0,Unstoppable Lightning,G2 Esports,bot,Excel Esports
11,Versatil Saber,G2 Esports,bot,Excel Esports
0,Wild Claw,G2 Esports,bot,Excel Esports
0,Wild Spirit,G2 Esports,bot,Excel Esports
0,Arcane Adrenaline,G2 Esports,support,Excel Esports
0,Arcane Explosive,G2 Esports,support,Excel Esports
0,Beast Hunter,G2 Esports,support,Excel Esports
0,Being of Light,G2 Esports,support,Excel Esports
0,Berseker Ax,G2 Esports,support,Excel Esports
6,Collecting Hammer,G2 Esports,support,Excel Esports
0,Colossal Mace,G2 Esports,support,Excel Esports
0,Conquering Staff,G2 Esports,support,Excel Esports
0,Crown of the Dwarf King,G2 Esports,support,Excel Esports
0,Dance of Death,G2 Esports,support,Excel Esports
0,Death Helper,G2 Esports,support,Excel Esports
0,Demon Claws,G2 Esports,support,Excel Esports
0,Divine Ascent,G2 Esports,support,Excel Esports
0,Divine Impetu,G2 Esports,support,Excel Esports
0,Elemental Discharge,G2 Esports,support,Excel Esports
11,Equivalent Totem,G2 Esports,support,Excel Esports
0,Fast Furious Blade,G2 Esports,support,Excel Esports
0,Final Asteroid,G2 Esports,support,Excel Esports
19,Guardian Totem,G2 Esports,support,Excel Esports
8,Hawk's Eye,G2 Esports,support,Excel Esports
22,Heavenly Vision,G2 Esports,support,Excel Esports
0,Holy Sword,G2 Esports,support,Excel Esports
0,Huntress of Souls,G2 Esports,support,Excel Esports
0,Immortal Breastplate,G2 Esports,support,Excel Esports
0,Imperious Gauntlet,G2 Esports,support,Excel Esports
12,Incapacitor,G2 Esports,support,Excel Esports
0,Legend Aura,G2 Esports,support,Excel Esports
0,Magnetic Disintegrator,G2 Esports,support,Excel Esports
0,Meteorites,G2 Esports,support,Excel Esports
0,Obsidian Battle Plate,G2 Esports,support,Excel Esports
0,Omnipresent Amulet,G2 Esports,support,Excel Esports
0,Omnipresent Spirit,G2 Esports,support,Excel Esports
0,Perfect Scythe,G2 Esports,support,Excel Esports
0,Precise Hammer,G2 Esports,support,Excel Esports
0,Rampage Momentum,G2 Esports,support,Excel Esports
0,Rock Tomb,G2 Esports,support,Excel Esports
0,Sacred Help,G2 Esports,support,Excel Esports
0,Savage Looter,G2 Esports,support,Excel Esports
1,Scythe,G2 Esports,support,Excel Esports
0,Secret Scroll,G2 Esports,support,Excel Esports
6,Sharp Blade,G2 Esports,support,Excel Esports
0,Siege Mace,G2 Esports,support,Excel Esports
0,Soul Hunter,G2 Esports,support,Excel Esports
6,Spirit of the Squire,G2 Esports,support,Excel Esports
0,Spirit of the Warrior,G2 Esports,support,Excel Esports
0,Staff of Conquered Worlds,G2 Esports,support,Excel Esports
0,Steel Aura,G2 Esports,support,Excel Esports
0,Swords of Darkness,G2 Esports,support,Excel Esports
0,The Puppeteer,G2 Esports,support,Excel Esports
16,The Stalker,G2 Esports,support,Excel Esports
18,The Visionary,G2 Esports,support,Excel Esports
0,Thirsty Dagger,G2 Esports,support,Excel Esports
0,Thirsty Scythes,G2 Esports,support,Excel Esports
0,Treasurer's Wisdom,G2 Esports,support,Excel Esports
0,Trimeteor,G2 Esports,support,Excel Esports
0,Unstoppable Lightning,G2 Esports,support,Excel Esports
0,Versatil Saber,G2 Esports,support,Excel Esports
0,Wild Claw,G2 Esports,support,Excel Esports
0,Wild Spirit,G2 Esports,support,Excel Esports
20,Baron' s Mask,G2 Esports,coach,Excel Esports
26,Big Worm Hunter,G2 Esports,coach,Excel Esports
22,Conquest Hammer,G2 Esports,coach,Excel Esports
22,Destroyer Hammer,G2 Esports,coach,Excel Esports
0,Elemental Dragon Soul,G2 Esports,coach,Excel Esports
16,Eye of the Void,G2 Esports,coach,Excel Esports
8,First Line,G2 Esports,coach,Excel Esports
23,Golden Force,G2 Esports,coach,Excel Esports
0,Killer Momentum,G2 Esports,coach,Excel Esports
12,Light Swords,G2 Esports,coach,Excel Esports
0,Magic Scales,G2 Esports,coach,Excel Esports
17,Royal Protector,G2 Esports,coach,Excel Esports
15,Scale Tearer,G2 Esports,coach,Excel Esports
24,Seal of Desecration,G2 Esports,coach,Excel Esports
20,Spirit of the Rift,G2 Esports,coach,Excel Esports
15,Underworld Guardian,G2 Esports,coach,Excel Esports
0,Arcane Adrenaline,KOI,top,Team BDS
0,Arcane Explosive,KOI,top,Team BDS
0,Beast Hunter,KOI,top,Team BDS
0,Being of Light,KOI,top,Team BDS
14,Berseker Ax,KOI,top,Team BDS
24,Collecting Hammer,KOI,top,Team BDS
0,Colossal Mace,KOI,top,Team BDS
0,Conquering Staff,KOI,top,Team BDS
0,Crown of the Dwarf King,KOI,top,Team BDS
0,Dance of Death,KOI,top,Team BDS
0,Death Helper,KOI,top,Team BDS
0,Demon Claws,KOI,top,Team BDS
25,Divine Ascent,KOI,top,Team BDS
0,Divine Impetu,KOI,top,Team BDS
0,Elemental Discharge,KOI,top,Team BDS
18,Equivalent Totem,KOI,top,Team BDS
0,Fast Furious Blade,KOI,top,Team BDS
0,Final Asteroid,KOI,top,Team BDS
7,Guardian Totem,KOI,top,Team BDS
8,Hawk's Eye,KOI,top,Team BDS
0,Heavenly Vision,KOI,top,Team BDS
0,Holy Sword,KOI,top,Team BDS
0,Huntress of Souls,KOI,top,Team BDS
0,Immortal Breastplate,KOI,top,Team BDS
0,Imperious Gauntlet,KOI,top,Team BDS
3,Incapacitor,KOI,top,Team BDS
0,Legend Aura,KOI,top,Team BDS
0,Magnetic Disintegrator,KOI,top,Team BDS
0,Meteorites,KOI,top,Team BDS
20,Obsidian Battle Plate,KOI,top,Team BDS
0,Omnipresent Amulet,KOI,top,Team BDS
0,Omnipresent Spirit,KOI,top,Team BDS
0,Perfect Scythe,KOI,top,Team BDS
18,Precise Hammer,KOI,top,Team BDS
0,Rampage Momentum,KOI,top,Team BDS
10,Rock Tomb,KOI,top,Team BDS
0,Sacred Help,KOI,top,Team BDS
0,Savage Looter,KOI,top,Team BDS
15,Scythe,KOI,top,Team BDS
0,Secret Scroll,KOI,top,Team BDS
6,Sharp Blade,KOI,top,Team BDS
0,Siege Mace,KOI,top,Team BDS
15,Soul Hunter,KOI,top,Team BDS
3,Spirit of the Squire,KOI,top,Team BDS
0,Spirit of the Warrior,KOI,top,Team BDS
0,Staff of Conquered Worlds,KOI,top,Team BDS
0,Steel Aura,KOI,top,Team BDS
0,Swords of Darkness,KOI,top,Team BDS
0,The Puppeteer,KOI,top,Team BDS
0,The Stalker,KOI,top,Team BDS
0,The Visionary,KOI,top,Team BDS
0,Thirsty Dagger,KOI,top,Team BDS
0,Thirsty Scythes,KOI,top,Team BDS
17,Treasurer's Wisdom,KOI,top,Team BDS
0,Trimeteor,KOI,top,Team BDS
0,Unstoppable Lightning,KOI,top,Team BDS
0,Versatil Saber,KOI,top,Team BDS
2,Wild Claw,KOI,top,Team BDS
0,Wild Spirit,KOI,top,Team BDS
0,Arcane Adrenaline,KOI,jungle,Team BDS
0,Arcane Explosive,KOI,jungle,Team BDS
0,Beast Hunter,KOI,jungle,Team BDS
0,Being of Light,KOI,jungle,Team BDS
0,Berseker Ax,KOI,jungle,Team BDS
12,Collecting Hammer,KOI,jungle,Team BDS
0,Colossal Mace,KOI,jungle,Team BDS
0,Conquering Staff,KOI,jungle,Team BDS
0,Crown of the Dwarf King,KOI,jungle,Team BDS
8,Dance of Death,KOI,jungle,Team BDS
0,Death Helper,KOI,jungle,Team BDS
0,Demon Claws,KOI,jungle,Team BDS
0,Divine Ascent,KOI,jungle,Team BDS
0,Divine Impetu,KOI,jungle,Team BDS
0,Elemental Discharge,KOI,jungle,Team BDS
15,Equivalent Totem,KOI,jungle,Team BDS
0,Fast Furious Blade,KOI,jungle,Team BDS
0,Final Asteroid,KOI,jungle,Team BDS
4,Guardian Totem,KOI,jungle,Team BDS
8,Hawk's Eye,KOI,jungle,Team BDS
0,Heavenly Vision,KOI,jungle,Team BDS
10,Holy Sword,KOI,jungle,Team BDS
0,Huntress of Souls,KOI,jungle,Team BDS
0,Immortal Breastplate,KOI,jungle,Team BDS
0,Imperious Gauntlet,KOI,jungle,Team BDS
12,Incapacitor,KOI,jungle,Team BDS
0,Legend Aura,KOI,jungle,Team BDS
0,Magnetic Disintegrator,KOI,jungle,Team BDS
0,Meteorites,KOI,jungle,Team BDS
20,Obsidian Battle Plate,KOI,jungle,Team BDS
0,Omnipresent Amulet,KOI,jungle,Team BDS
0,Omnipresent Spirit,KOI,jungle,Team BDS
0,Perfect Scythe,KOI,jungle,Team BDS
0,Precise Hammer,KOI,jungle,Team BDS
0,Rampage Momentum,KOI,jungle,Team BDS
10,Rock Tomb,KOI,jungle,Team BDS
0,Sacred Help,KOI,jungle,Team BDS
0,Savage Looter,KOI,jungle,Team BDS
8,Scythe,KOI,jungle,Team BDS
0,Secret Scroll,KOI,jungle,Team BDS
12,Sharp Blade,KOI,jungle,Team BDS
0,Siege Mace,KOI,jungle,Team BDS
0,Soul Hunter,KOI,jungle,Team BDS
3,Spirit of the Squire,KOI,jungle,Team BDS
0,Spirit of the Warrior,KOI,jungle,Team BDS
0,Staff of Conquered Worlds,KOI,jungle,Team BDS
0,Steel Aura,KOI,jungle,Team BDS
0,Swords of Darkness,KOI,jungle,Team BDS
0,The Puppeteer,KOI,jungle,Team BDS
0,The Stalker,KOI,jungle,Team BDS
0,The Visionary,KOI,jungle,Team BDS
15,Thirsty Dagger,KOI,jungle,Team BDS
0,Thirsty Scythes,KOI,jungle,Team BDS
0,Treasurer's Wisdom,KOI,jungle,Team BDS
0,Trimeteor,KOI,jungle,Team BDS
0,Unstoppable Lightning,KOI,jungle,Team BDS
0,Versatil Saber,KOI,jungle,Team BDS
14,Wild Claw,KOI,jungle,Team BDS
0,Wild Spirit,KOI,jungle,Team BDS
0,Arcane Adrenaline,KOI,mid,Team BDS
0,Arcane Explosive,KOI,mid,Team BDS
0,Beast Hunter,KOI,mid,Team BDS
0,Being of Light,KOI,mid,Team BDS
14,Berseker Ax,KOI,mid,Team BDS
0,Collecting Hammer,KOI,mid,Team BDS
0,Colossal Mace,KOI,mid,Team BDS
0,Conquering Staff,KOI,mid,Team BDS
0,Crown of the Dwarf King,KOI,mid,Team BDS
0,Dance of Death,KOI,mid,Team BDS
0,Death Helper,KOI,mid,Team BDS
0,Demon Claws,KOI,mid,Team BDS
25,Divine Ascent,KOI,mid,Team BDS
0,Divine Impetu,KOI,mid,Team BDS
0,Elemental Discharge,KOI,mid,Team BDS
18,Equivalent Totem,KOI,mid,Team BDS
16,Fast Furious Blade,KOI,mid,Team BDS
0,Final Asteroid,KOI,mid,Team BDS
1,Guardian Totem,KOI,mid,Team BDS
0,Hawk's Eye,KOI,mid,Team BDS
0,Heavenly Vision,KOI,mid,Team BDS
0,Holy Sword,KOI,mid,Team BDS
0,Huntress of Souls,KOI,mid,Team BDS
0,Immortal Breastplate,KOI,mid,Team BDS
0,Imperious Gauntlet,KOI,mid,Team BDS
3,Incapacitor,KOI,mid,Team BDS
0,Legend Aura,KOI,mid,Team BDS
11,Magnetic Disintegrator,KOI,mid,Team BDS
0,Meteorites,KOI,mid,Team BDS
20,Obsidian Battle Plate,KOI,mid,Team BDS
0,Omnipresent Amulet,KOI,mid,Team BDS
0,Omnipresent Spirit,KOI,mid,Team BDS
15,Perfect Scythe,KOI,mid,Team BDS
0,Precise Hammer,KOI,mid,Team BDS
0,Rampage Momentum,KOI,mid,Team BDS
0,Rock Tomb,KOI,mid,Team BDS
0,Sacred Help,KOI,mid,Team BDS
0,Savage Looter,KOI,mid,Team BDS
19,Scythe,KOI,mid,Team BDS
0,Secret Scroll,KOI,mid,Team BDS
3,Sharp Blade,KOI,mid,Team BDS
0,Siege Mace,KOI,mid,Team BDS
0,Soul Hunter,KOI,mid,Team BDS
3,Spirit of the Squire,KOI,mid,Team BDS
0,Spirit of the Warrior,KOI,mid,Team BDS
0,Staff of Conquered Worlds,KOI,mid,Team BDS
0,Steel Aura,KOI,mid,Team BDS
0,Swords of Darkness,KOI,mid,Team BDS
0,The Puppeteer,KOI,mid,Team BDS
0,The Stalker,KOI,mid,Team BDS
0,The Visionary,KOI,mid,Team BDS
0,Thirsty Dagger,KOI,mid,Team BDS
25,Thirsty Scythes,KOI,mid,Team BDS
17,Treasurer's Wisdom,KOI,mid,Team BDS
0,Trimeteor,KOI,mid,Team BDS
0,Unstoppable Lightning,KOI,mid,Team BDS
0,Versatil Saber,KOI,mid,Team BDS
5,Wild Claw,KOI,mid,Team BDS
0,Wild Spirit,KOI,mid,Team BDS
0,Arcane Adrenaline,KOI,bot,Team BDS
12,Arcane Explosive,KOI,bot,Team BDS
0,Beast Hunter,KOI,bot,Team BDS
0,Being of Light,KOI,bot,Team BDS
14,Berseker Ax,KOI,bot,Team BDS
6,Collecting Hammer,KOI,bot,Team BDS
11,Colossal Mace,KOI,bot,Team BDS
0,Conquering Staff,KOI,bot,Team BDS
13,Crown of the Dwarf King,KOI,bot,Team BDS
0,Dance of Death,KOI,bot,Team BDS
0,Death Helper,KOI,bot,Team BDS
17,Demon Claws,KOI,bot,Team BDS
25,Divine Ascent,KOI,bot,Team BDS
0,Divine Impetu,KOI,bot,Team BDS
18,Elemental Discharge,KOI,bot,Team BDS
18,Equivalent Totem,KOI,bot,Team BDS
16,Fast Furious Blade,KOI,bot,Team BDS
0,Final Asteroid,KOI,bot,Team BDS
5,Guardian Totem,KOI,bot,Team BDS
0,Hawk's Eye,KOI,bot,Team BDS
0,Heavenly Vision,KOI,bot,Team BDS
0,Holy Sword,KOI,bot,Team BDS
19,Huntress of Souls,KOI,bot,Team BDS
14,Immortal Breastplate,KOI,bot,Team BDS
0,Imperious Gauntlet,KOI,bot,Team BDS
9,Incapacitor,KOI,bot,Team BDS
0,Legend Aura,KOI,bot,Team BDS
0,Magnetic Disintegrator,KOI,bot,Team BDS
0,Meteorites,KOI,bot,Team BDS
20,Obsidian Battle Plate,KOI,bot,Team BDS
0,Omnipresent Amulet,KOI,bot,Team BDS
0,Omnipresent Spirit,KOI,bot,Team BDS
15,Perfect Scythe,KOI,bot,Team BDS
0,Precise Hammer,KOI,bot,Team BDS
0,Rampage Momentum,KOI,bot,Team BDS
10,Rock Tomb,KOI,bot,Team BDS
0,Sacred Help,KOI,bot,Team BDS
20,Savage Looter,KOI,bot,Team BDS
23,Scythe,KOI,bot,Team BDS
18,Secret Scroll,KOI,bot,Team BDS
9,Sharp Blade,KOI,bot,Team BDS
0,Siege Mace,KOI,bot,Team BDS
0,Soul Hunter,KOI,bot,Team BDS
6,Spirit of the Squire,KOI,bot,Team BDS
16,Spirit of the Warrior,KOI,bot,Team BDS
0,Staff of Conquered Worlds,KOI,bot,Team BDS
0,Steel Aura,KOI,bot,Team BDS
17,Swords of Darkness,KOI,bot,Team BDS
0,The Puppeteer,KOI,bot,Team BDS
0,The Stalker,KOI,bot,Team BDS
0,The Visionary,KOI,bot,Team BDS
0,Thirsty Dagger,KOI,bot,Team BDS
25,Thirsty Scythes,KOI,bot,Team BDS
17,Treasurer's Wisdom,KOI,bot,Team BDS
0,Trimeteor,KOI,bot,Team BDS
0,Unstoppable Lightning,KOI,bot,Team BDS
11,Versatil Saber,KOI,bot,Team BDS
4,Wild Claw,KOI,bot,Team BDS
0,Wild Spirit,KOI,bot,Team BDS
0,Arcane Adrenaline,KOI,support,Team BDS
0,Arcane Explosive,KOI,support,Team BDS
0,Beast Hunter,KOI,support,Team BDS
0,Being of Light,KOI,support,Team BDS
0,Berseker Ax,KOI,support,Team BDS
0,Collecting Hammer,KOI,support,Team BDS
0,Colossal Mace,KOI,support,Team BDS
24,Conquering Staff,KOI,support,Team BDS
0,Crown of the Dwarf King,KOI,support,Team BDS
0,Dance of Death,KOI,support,Team BDS
10,Death Helper,KOI,support,Team BDS
0,Demon Claws,KOI,support,Team BDS
0,Divine Ascent,KOI,support,Team BDS
0,Divine Impetu,KOI,support,Team BDS
0,Elemental Discharge,KOI,support,Team BDS
13,Equivalent Totem,KOI,support,Team BDS
0,Fast Furious Blade,KOI,support,Team BDS
0,Final Asteroid,KOI,support,Team BDS
20,Guardian Totem,KOI,support,Team BDS
8,Hawk's Eye,KOI,support,Team BDS
22,Heavenly Vision,KOI,support,Team BDS
0,Holy Sword,KOI,support,Team BDS
0,Huntress of Souls,KOI,support,Team BDS
0,Immortal Breastplate,KOI,support,Team BDS
0,Imperious Gauntlet,KOI,support,Team BDS
15,Incapacitor,KOI,support,Team BDS
0,Legend Aura,KOI,support,Team BDS
11,Magnetic Disintegrator,KOI,support,Team BDS
0,Meteorites,KOI,support,Team BDS
0,Obsidian Battle Plate,KOI,support,Team BDS
11,Omnipresent Amulet,KOI,support,Team BDS
0,Omnipresent Spirit,KOI,support,Team BDS
0,Perfect Scythe,KOI,support,Team BDS
0,Precise Hammer,KOI,support,Team BDS
0,Rampage Momentum,KOI,support,Team BDS
0,Rock Tomb,KOI,support,Team BDS
0,Sacred Help,KOI,support,Team BDS
0,Savage Looter,KOI,support,Team BDS
1,Scythe,KOI,support,Team BDS
0,Secret Scroll,KOI,support,Team BDS
0,Sharp Blade,KOI,support,Team BDS
0,Siege Mace,KOI,support,Team BDS
0,Soul Hunter,KOI,support,Team BDS
12,Spirit of the Squire,KOI,support,Team BDS
0,Spirit of the Warrior,KOI,support,Team BDS
0,Staff of Conquered Worlds,KOI,support,Team BDS
0,Steel Aura,KOI,support,Team BDS
0,Swords of Darkness,KOI,support,Team BDS
20,The Puppeteer,KOI,support,Team BDS
16,The Stalker,KOI,support,Team BDS
18,The Visionary,KOI,support,Team BDS
0,Thirsty Dagger,KOI,support,Team BDS
0,Thirsty Scythes,KOI,support,Team BDS
0,Treasurer's Wisdom,KOI,support,Team BDS
0,Trimeteor,KOI,support,Team BDS
0,Unstoppable Lightning,KOI,support,Team BDS
0,Versatil Saber,KOI,support,Team BDS
0,Wild Claw,KOI,support,Team BDS
0,Wild Spirit,KOI,support,Team BDS
20,Baron' s Mask,KOI,coach,Team BDS
26,Big Worm Hunter,KOI,coach,Team BDS
22,Conquest Hammer,KOI,coach,Team BDS
20,Destroyer Hammer,KOI,coach,Team BDS
0,Elemental Dragon Soul,KOI,coach,Team BDS
16,Eye of the Void,KOI,coach,Team BDS
8,First Line,KOI,coach,Team BDS
23,Golden Force,KOI,coach,Team BDS
0,Killer Momentum,KOI,coach,Team BDS
0,Light Swords,KOI,coach,Team BDS
0,Magic Scales,KOI,coach,Team BDS
17,Royal Protector,KOI,coach,Team BDS
15,Scale Tearer,KOI,coach,Team BDS
16,Seal of Desecration,KOI,coach,Team BDS
20,Spirit of the Rift,KOI,coach,Team BDS
15,Underworld Guardian,KOI,coach,Team BDS
0,Arcane Adrenaline,Team BDS,top,KOI
0,Arcane Explosive,Team BDS,top,KOI
0,Beast Hunter,Team BDS,top,KOI
18,Being of Light,Team BDS,top,KOI
14,Berseker Ax,Team BDS,top,KOI
6,Collecting Hammer,Team BDS,top,KOI
0,Colossal Mace,Team BDS,top,KOI
0,Conquering Staff,Team BDS,top,KOI
0,Crown of the Dwarf King,Team BDS,top,KOI
0,Dance of Death,Team BDS,top,KOI
0,Death Helper,Team BDS,top,KOI
0,Demon Claws,Team BDS,top,KOI
0,Divine Ascent,Team BDS,top,KOI
0,Divine Impetu,Team BDS,top,KOI
0,Elemental Discharge,Team BDS,top,KOI
17,Equivalent Totem,Team BDS,top,KOI
0,Fast Furious Blade,Team BDS,top,KOI
0,Final Asteroid,Team BDS,top,KOI
4,Guardian Totem,Team BDS,top,KOI
0,Hawk's Eye,Team BDS,top,KOI
0,Heavenly Vision,Team BDS,top,KOI
0,Holy Sword,Team BDS,top,KOI
0,Huntress of Souls,Team BDS,top,KOI
0,Immortal Breastplate,Team BDS,top,KOI
0,Imperious Gauntlet,Team BDS,top,KOI
6,Incapacitor,Team BDS,top,KOI
0,Legend Aura,Team BDS,top,KOI
0,Magnetic Disintegrator,Team BDS,top,KOI
0,Meteorites,Team BDS,top,KOI
20,Obsidian Battle Plate,Team BDS,top,KOI
0,Omnipresent Amulet,Team BDS,top,KOI
18,Omnipresent Spirit,Team BDS,top,KOI
0,Perfect Scythe,Team BDS,top,KOI
0,Precise Hammer,Team BDS,top,KOI
0,Rampage Momentum,Team BDS,top,KOI
0,Rock Tomb,Team BDS,top,KOI
20,Sacred Help,Team BDS,top,KOI
0,Savage Looter,Team BDS,top,KOI
16,Scythe,Team BDS,top,KOI
0,Secret Scroll,Team BDS,top,KOI
6,Sharp Blade,Team BDS,top,KOI
0,Siege Mace,Team BDS,top,KOI
0,Soul Hunter,Team BDS,top,KOI
9,Spirit of the Squire,Team BDS,top,KOI
0,Spirit of the Warrior,Team BDS,top,KOI
0,Staff of Conquered Worlds,Team BDS,top,KOI
18,Steel Aura,Team BDS,top,KOI
0,Swords of Darkness,Team BDS,top,KOI
0,The Puppeteer,Team BDS,top,KOI
0,The Stalker,Team BDS,top,KOI
0,The Visionary,Team BDS,top,KOI
0,Thirsty Dagger,Team BDS,top,KOI
0,Thirsty Scythes,Team BDS,top,KOI
0,Treasurer's Wisdom,Team BDS,top,KOI
0,Trimeteor,Team BDS,top,KOI
0,Unstoppable Lightning,Team BDS,top,KOI
0,Versatil Saber,Team BDS,top,KOI
2,Wild Claw,Team BDS,top,KOI
0,Wild Spirit,Team BDS,top,KOI
0,Arcane Adrenaline,Team BDS,jungle,KOI
0,Arcane Explosive,Team BDS,jungle,KOI
18,Beast Hunter,Team BDS,jungle,KOI
0,Being of Light,Team BDS,jungle,KOI
0,Berseker Ax,Team BDS,jungle,KOI
0,Collecting Hammer,Team BDS,jungle,KOI
0,Colossal Mace,Team BDS,jungle,KOI
0,Conquering Staff,Team BDS,jungle,KOI
0,Crown of the Dwarf King,Team BDS,jungle,KOI
0,Dance of Death,Team BDS,jungle,KOI
0,Death Helper,Team BDS,jungle,KOI
0,Demon Claws,Team BDS,jungle,KOI
0,Divine Ascent,Team BDS,jungle,KOI
0,Divine Impetu,Team BDS,jungle,KOI
0,Elemental Discharge,Team BDS,jungle,KOI
14,Equivalent Totem,Team BDS,jungle,KOI
0,Fast Furious Blade,Team BDS,jungle,KOI
0,Final Asteroid,Team BDS,jungle,KOI
2,Guardian Totem,Team BDS,jungle,KOI
8,Hawk's Eye,Team BDS,jungle,KOI
0,Heavenly Vision,Team BDS,jungle,KOI
0,Holy Sword,Team BDS,jungle,KOI
0,Huntress of Souls,Team BDS,jungle,KOI
0,Immortal Breastplate,Team BDS,jungle,KOI
0,Imperious Gauntlet,Team BDS,jungle,KOI
12,Incapacitor,Team BDS,jungle,KOI
0,Legend Aura,Team BDS,jungle,KOI
0,Magnetic Disintegrator,Team BDS,jungle,KOI
0,Meteorites,Team BDS,jungle,KOI
0,Obsidian Battle Plate,Team BDS,jungle,KOI
0,Omnipresent Amulet,Team BDS,jungle,KOI
0,Omnipresent Spirit,Team BDS,jungle,KOI
0,Perfect Scythe,Team BDS,jungle,KOI
0,Precise Hammer,Team BDS,jungle,KOI
0,Rampage Momentum,Team BDS,jungle,KOI
10,Rock Tomb,Team BDS,jungle,KOI
0,Sacred Help,Team BDS,jungle,KOI
0,Savage Looter,Team BDS,jungle,KOI
9,Scythe,Team BDS,jungle,KOI
0,Secret Scroll,Team BDS,jungle,KOI
3,Sharp Blade,Team BDS,jungle,KOI
0,Siege Mace,Team BDS,jungle,KOI
0,Soul Hunter,Team BDS,jungle,KOI
6,Spirit of the Squire,Team BDS,jungle,KOI
0,Spirit of the Warrior,Team BDS,jungle,KOI
0,Staff of Conquered Worlds,Team BDS,jungle,KOI
0,Steel Aura,Team BDS,jungle,KOI
